locus_tag	ftype	length_bp	gene	EC_number	COG	product
SEQF10000.1_02178	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
SEQF10000.1_02179	CDS	933	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
SEQF10000.1_02180	CDS	879	folD		COG0190	Bifunctional protein FolD protein
SEQF10000.1_02181	CDS	480				hypothetical protein
SEQF10000.1_02182	CDS	444				hypothetical protein
SEQF10000.1_02183	CDS	1284				hypothetical protein
SEQF10000.1_02184	CDS	324				hypothetical protein
SEQF10000.1_02185	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
SEQF10000.1_02186	CDS	2178	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
SEQF10000.1_02187	CDS	1140	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
SEQF10000.1_02188	CDS	366				hypothetical protein
SEQF10000.1_02189	CDS	471	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
SEQF10000.1_02190	CDS	345				hypothetical protein
SEQF10000.1_02191	CDS	498	nifF		COG0716	Flavodoxin 2
SEQF10000.1_02192	CDS	1983	uvrB			UvrABC system protein B
SEQF10000.1_02193	CDS	1215	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
SEQF10000.1_02194	CDS	675				hypothetical protein
SEQF10000.1_02195	CDS	852				hypothetical protein
SEQF10000.1_02196	CDS	2250	topA	5.6.2.1		DNA topoisomerase 1
SEQF10000.1_02197	CDS	1308	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
SEQF10000.1_02198	CDS	789	xerC_3			Tyrosine recombinase XerC
SEQF10000.1_02199	CDS	1089	yqeH		COG1161	putative protein YqeH
SEQF10000.1_02200	CDS	393				hypothetical protein
SEQF10000.1_02201	CDS	1425		1.18.1.2		Ferredoxin--NADP reductase
SEQF10000.1_02202	CDS	1044	ftsY		COG0552	Signal recognition particle receptor FtsY
SEQF10000.1_02203	CDS	1014	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
SEQF10000.1_02204	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
SEQF10000.1_02205	CDS	3582		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
SEQF10000.1_02206	CDS	1506	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
SEQF10000.1_02207	CDS	324				hypothetical protein
SEQF10000.1_02208	CDS	3021				hypothetical protein
SEQF10000.1_02209	CDS	669	yfiC_2	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
SEQF10000.1_02210	CDS	918				hypothetical protein
SEQF10000.1_02211	CDS	684				hypothetical protein
SEQF10000.1_02212	CDS	1059	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
SEQF10000.1_02213	CDS	582	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
SEQF10000.1_02214	CDS	819	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
SEQF10000.1_02215	CDS	567	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
SEQF10000.1_02216	CDS	255				hypothetical protein
SEQF10000.1_02217	CDS	1287	fhaC		COG2831	Filamentous hemagglutinin transporter protein FhaC
SEQF10000.1_02218	CDS	4263				hypothetical protein
SEQF10000.1_02219	CDS	792	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
SEQF10000.1_02220	CDS	444				hypothetical protein
SEQF10000.1_02221	CDS	669	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
SEQF10000.1_02222	CDS	576	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
SEQF10000.1_02223	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
SEQF10000.1_02224	CDS	483	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
SEQF10000.1_02225	CDS	1503				hypothetical protein
SEQF10000.1_02226	CDS	969	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
SEQF10000.1_02227	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
SEQF10000.1_02228	CDS	999	pdxA2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
SEQF10000.1_02229	CDS	1278	denK	2.7.1.220	COG3395	D-erythronate kinase
SEQF10000.1_02230	CDS	768	glpR		COG1349	Glycerol-3-phosphate regulon repressor
SEQF10000.1_02231	CDS	948				hypothetical protein
SEQF10000.1_02232	CDS	363				hypothetical protein
SEQF10000.1_02233	CDS	1200	pgk	2.7.2.3		Phosphoglycerate kinase
SEQF10000.1_02234	CDS	1005	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
SEQF10000.1_02235	CDS	870	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
SEQF10000.1_02236	CDS	1011	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
SEQF10000.1_02237	CDS	906	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
SEQF10000.1_02238	CDS	780	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
SEQF10000.1_02239	CDS	597				hypothetical protein
SEQF10000.1_02240	CDS	420				hypothetical protein
SEQF10000.1_02241	CDS	1464	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
SEQF10000.1_02242	CDS	645	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
SEQF10000.1_02243	CDS	96				hypothetical protein
SEQF10000.1_02244	CDS	978	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
SEQF10000.1_02245	CDS	1311	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
SEQF10000.1_02246	CDS	834	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
SEQF10000.1_02247	CDS	423				hypothetical protein
SEQF10000.1_02248	CDS	552				hypothetical protein
SEQF10000.1_02249	CDS	792				hypothetical protein
SEQF10000.1_02250	CDS	1017	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SEQF10000.1_02251	CDS	786				hypothetical protein
SEQF10000.1_02252	CDS	1305	cntM	1.5.1.-	COG4408	Pseudopaline synthase
SEQF10000.1_02253	CDS	783	cntL	2.5.1.-		L-histidine 2-aminobutanoyltransferase
SEQF10000.1_02254	CDS	1404	yeeO_3		COG0534	putative FMN/FAD exporter YeeO
SEQF10000.1_02255	CDS	765	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
SEQF10000.1_02256	CDS	1038	hmuU_7		COG0609	Hemin transport system permease protein HmuU
SEQF10000.1_02257	CDS	1143				hypothetical protein
SEQF10000.1_02258	CDS	756	xynR		COG1414	HTH-type transcriptional regulator XynR
SEQF10000.1_02259	CDS	981	gbh	3.5.3.7		Guanidinobutyrase
SEQF10000.1_02260	CDS	1233	mntH		COG1914	Divalent metal cation transporter MntH
SEQF10000.1_02261	CDS	1194				hypothetical protein
SEQF10000.1_02262	CDS	3354				hypothetical protein
SEQF10000.1_02263	CDS	582				hypothetical protein
SEQF10000.1_02264	CDS	1476				putative protein/MSMEI_1241
SEQF10000.1_02265	CDS	3405				hypothetical protein
SEQF10000.1_02266	CDS	1032				hypothetical protein
SEQF10000.1_02267	CDS	444				hypothetical protein
SEQF10000.1_02268	CDS	1017				hypothetical protein
SEQF10000.1_02269	CDS	603				hypothetical protein
	repeat_region	1887				
SEQF10000.1_02270	CDS	1209				hypothetical protein
SEQF10000.1_02271	CDS	360				hypothetical protein
SEQF10000.1_02272	CDS	396				hypothetical protein
SEQF10000.1_02273	CDS	891				hypothetical protein
SEQF10000.1_02274	CDS	1140				IS200/IS605 family transposase ISEfa4
SEQF10000.1_02275	CDS	159				hypothetical protein
SEQF10000.1_02276	CDS	408				hypothetical protein
SEQF10000.1_02277	CDS	1008				hypothetical protein
SEQF10000.1_02278	CDS	606				hypothetical protein
SEQF10000.1_02279	CDS	1350	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
SEQF10000.1_02280	CDS	432				hypothetical protein
SEQF10000.1_02281	CDS	546				hypothetical protein
SEQF10000.1_02282	CDS	264	cdiA	3.1.-.-	COG3210	16S rRNA endonuclease CdiA
SEQF10000.1_02283	CDS	396				hypothetical protein
SEQF10000.1_02284	CDS	360				hypothetical protein
SEQF10000.1_02285	CDS	549				hypothetical protein
SEQF10000.1_02286	CDS	1221				hypothetical protein
SEQF10000.1_02287	CDS	894				hypothetical protein
SEQF10000.1_02288	CDS	957				hypothetical protein
SEQF10000.1_02289	CDS	1386				hypothetical protein
SEQF10000.1_02290	CDS	1065	pla	3.4.23.48		Coagulase/fibrinolysin
SEQF10000.1_02291	tRNA	90				tRNA-Ser(gct)
SEQF10000.1_02292	tRNA	84				tRNA-Ser(tga)
SEQF10000.1_02293	CDS	1299	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
SEQF10000.1_02294	CDS	1341			COG2239	Magnesium transporter MgtE
SEQF10000.1_02295	CDS	894				hypothetical protein
SEQF10000.1_02296	CDS	648	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
SEQF10000.1_02297	CDS	1176				hypothetical protein
